
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              新建游戏
equipment_jailkeys                       监狱钥匙
equipment_mobilephone                    手机
equipment_lighter                        打火机
equipment_screwdriver                    螺丝刀
equipment_drugs                          毒品
equipment_sheers                         大剪刀
equipment_mop                            拖把
equipment_rake                           耙子
equipment_hose                           软管
equipment_spatula                        铲
equipment_woodenspoon                    木勺
equipment_cleaningbrush                  清洁刷
equipment_hammer                         锤子
equipment_clipboard                      笔记板
equipment_drill                          钻头
equipment_pianowire                      钢琴线
equipment_scissors                       剪刀
equipment_medicine                       药品
equipment_shotgun                       霰弹枪
equipment_moneybag                      钱袋
equipment_tazer                         电击枪
equipment_guarduniform                  警卫制服
equipment_stabvest                      防刺背心
equipment_rifle                         步枪
equipment_dogleash                      狗绳
equipment_assaultrifle                  突击步枪
equipment_woodenpickaxe                 木质镐头
equipment_cbradio                       对讲机
equipment_axe                           斧子
equipment_spade                         铁锹

research_requires_short                 需要一个 *X

reformprogram_workshopinduction         工坊安全导语
reformprogram_foundationeducation       基础教育方案
reformprogram_generaleducation          普通教育资格
reformprogram_carpentry                 木工学徒
reformprogram_kitcheninduction          厨房安全与卫生
reformprogram_therapy                   行为疗法
reformprogram_methadone                 药物治疗毒瘾
reformprogram_alcoholicsmeeting         酗酒者集体理疗
reformprogram_tazertraining             警卫电击枪认证
reformprogram_spiritualguidance         精神指导
reformprogram_parolehearing             假释听证会
reformprogram_deathrowappeal            死刑上诉

reformprogram_tazertrained              持有执照：电击枪

reformprogram_workshopinduction_text    安全第一！囚犯必须通过这门课程才能在工坊工作。
reformprogram_foundationeducation_text  许多囚犯甚至缺乏基本的阅读、写作和数学技能。本课程旨在使囚犯达到基本水平。通过的囚犯可在图书馆工作。
reformprogram_carpentry_text            需要较强实践能力的一项复杂技能。合格的囚犯可用此技能在木匠台制作出高价木制品。
reformprogram_kitcheninduction_text     在为数百人提供食物时，食物标准十分重要。在去厨房工作之前囚犯必须完成此课程。
reformprogram_therapy_text              囚犯通常较难控制他们的暴力天性。与监狱心理医生的一对一谈话旨在提供工具帮助囚犯在变得暴力之前阻止事态升级。
reformprogram_methadone_text            一套包括5种药物替代品的课程，用以治疗囚犯的毒品成瘾症状。每次治疗都将帮助囚犯缓解毒瘾，完成课程可能完全消除毒瘾。
reformprogram_alcoholicsmeeting_text    酗酒者集体理疗能够帮助囚犯减少对酒精的欲望。无法完全消除需求。
reformprogram_parolehearing_text        确定囚犯是否符合提前释放资格的听证会。囚犯被释放后不再犯罪可以获得不错的奖励。
reformprogram_spiritualguidance_text    某些囚犯有宗教信仰或精神方面的需求。从当地社区邀请精神领袖带领他们进行祈祷，向他们灌输平静的心态。

reformerror_unscheduled                 未安排
reformerror_noroom                      未找到场地
reformerror_nofreetimeslot              没有空余可用场所
reformerror_staffonly                   所有场地仅限员工使用
reformerror_noobjects                   没有设备
reformerror_noregimetime                没有足够的"工作"时间
reformerror_noteachers                  无教师

reform_interested                       *X 名囚犯感兴趣
reform_interested_qualified             *X 名囚犯感兴趣/合格
reform_queued                           *X 名囚犯在排队
reform_completion                        - *X 名囚犯已完成 - *Y 名囚犯已通过 (*P%)
reform_locked                           未解锁
reform_start                            开始
reform_costpersession                   *X 人每期
reform_placespersession                 *X 个席位 / *Y 期
reform_program_starting                 启动中
reform_program_active                   进行中
reform_program_paused                   已暂停
reform_program_stop                     停止
reform_program_ledby                     - 由*P在*Z中领导
reform_program_ledwith                   - 由*S协助
reform_program_length                    - 期间长度：*X小时
reform_program_requirements              - 每名囚犯需要*X
reform_program_requirements_alt          - 每名囚犯需要*X或*Y
reform_program_prereqs                  囚犯必须完成：
reform_program_research_required        需要：*X

reform_program_intake_none                      无
reform_program_intake_mandatory                 强制参与
reform_program_intake_voluntary                 自愿参与
reform_program_intake_referralviolence          治疗[暴力]
reform_program_intake_referraldrugaddiction     治疗[毒品成瘾]
reform_program_intake_referralalcoholism        治疗[酗酒]
reform_program_intake_guards                    仅限警卫
reform_program_intake_parole                    在度过50%或70%的刑期后
reform_program_intake_needrequired              参与者为信徒
reform_program_intake_deathrow                 仅限死刑犯

reform_program_properties_canhireexternally     可从外部雇佣指导者
reform_program_properties_studentssit           学生需就坐
reform_program_properties_academic              学术
reform_program_properties_practical             生活技能
reform_program_properties_repeatable            可多次参与
reform_program_properties_passive               给囚犯带来负面情绪
reform_program_properties_staffonly             仅限员工
reform_program_properties_outsideofwork         可在工作时间外进行
reform_program_properties_teacherssit           教师需就坐
reform_program_properties_canescortstudent      囚犯由警卫护送至目的地

reform_program_waittime                         只能每 *T 天进行一次

reform_program_difficulty_easy           - 简单课程
reform_program_difficulty_intermediate   - 中等课程
reform_program_difficulty_advanced       - 高级课程
reform_program_difficulty_expert         - 专家课程

regime_nothing                          监禁
regime_sleep                            睡觉
regime_eat                              进食
regime_shower                           淋浴间
regime_yard                             庭院
regime_work                             工作
regime_lockdown                         禁足
regime_freetime                         自由时间
regime_currenttime                      现在
regime_unspecified                      未指明
regime_worklockdown                     工作/监禁

regimetooltip_nothing                   囚犯被监禁在其牢房中。他们无事可做只能反思自己犯下的罪行。\n\n长期监禁可以给即使最强硬的囚犯造成决定性惩罚。
regimetooltip_sleep                     囚犯被监禁在牢房里，关掉灯具。所有人都睡觉。\n\n除了那些在挖越狱地道的囚犯……
regimetooltip_eat                       囚犯们各自前往最近的餐厅就坐吃午餐。\n\n囚犯可以使用餐厅内的一切设施，但在就餐时间结束前不得离开。
regimetooltip_shower                    囚犯们脱掉衣服进入淋浴间。每日的淋浴时间对囚犯的卫生很重要，但有些囚犯不想这么麻烦除非被强迫去淋浴。
regimetooltip_yard                      囚犯可以离开牢房到庭院中进行必要的锻炼、晒太阳并呼吸新鲜空气。\n\n这段时间内囚犯可以使用庭院里的任何设施，比如用举重台健身、打电话给爱人或冲澡等。
regimetooltip_work                      囚犯可在监狱周围工作。任何职位空缺都会被填补，囚犯会自动到其工作岗位报到。（你可以在部署菜单设置职位空缺。）\n\n工作期间改造方案也会进行。没有工作或目前没有参加改造方案的囚犯在“自由时间”可以在监狱里自由漫步。
regimetooltip_freetime                  囚犯们被放出其各自的牢房，可以使用监狱中的所有设施。囚犯最喜欢这段时间，会进行社交，并尽可能照顾其各自的需求。\n\n较长的自由时间可以缓解监狱中的压力和紧张情绪，但很多人认为这很难被称作刑罚。
regimetooltip_worklockdown              囚犯被要求在监狱里工作。所有空缺职位都会被填满，囚犯将自动向工作地点汇报。（您可以从“部署”页面设置空缺职位。）\n\n所有改造计划都在工作时间内进行。无业和未被列入改造计划的囚犯被限制在牢房里，如同“监禁”。

regime_clear                            为这类囚犯清除既定制度，并使用默认的普通安全制度。

schedule_editor_students                学生：*X/*Y
schedule_editor_error_staffonly         目标房间仅限员工使用
schedule_editor_error_noregimetime      方案在有效工作制度之外
schedule_editor_error_noteachers        这个方案没有教师
schedule_editor_error_noobjects         任何房间都没有此方案需要的物品
schedule_editor_pin                     锁定此方案
schedule_editor_unpin                   取消此方案

# =============================================================================
# DoorTimer stuff
# =============================================================================

doortimer_title                         门禁定时器
doortimer_connected_servos              已连接 *X 个伺服器
doortimer_state_open                    激活(T)
doortimer_state_closed                  静默(F)

doortimer_security_none                 任意时间表
doortimer_security_minsec               轻刑犯
doortimer_security_normal               普通犯
doortimer_security_maxsec               重刑犯
doortimer_security_Protected            重点保护
doortimer_security_SuperMax             超重刑犯
doortimer_security_DeathRow             死刑犯


# =============================================================================
# Execution
# =============================================================================
execution_stage_completed               完成
execution_stage_authorise               授权执行
execution_stage_Start                   已启动处决
execution_stage_Lockdown                发起全监狱封锁
execution_stage_Testing                 测试设施
execution_stage_Assemble                汇总行刑细节
execution_stage_Witnesses               护送死刑见证人至行刑室
execution_stage_Escort                  护送囚犯至行刑室
execution_stage_Execution               行刑
execution_stage_Dismissed               解散员工及见证人
execution_stage_FinalReport             最终报告

execution_stagetooltip_start            你安排了这名囚犯的处决时间，现在必须遵循正式程序。
execution_stagetooltip_lockdown         所有囚犯返回自己的牢房，封锁监狱。
execution_stagetooltip_testing          最终测试确保一切正常运作。正在负载状态下测试电椅的电力供给。另外，囚犯最终路线已经确定——他必须能够自己走到行刑室。
execution_stagetooltip_assemble         典狱长和安保主管前往将要被处死的囚犯的牢房。另外，囚犯指定的的牧师或者精神领袖会到牢房让囚犯做最后的祷告。
execution_stagetooltip_witnesses        死刑见证人到场，前往行刑室。见证人包括囚犯家属以及受害人家属。\n\n注意，需要向死刑见证人提供座椅。
execution_stagetooltip_escort           把将要被处决的囚犯从牢房押送至行刑设施，由典狱长、安保主管以及牧师陪同。
execution_stagetooltip_execution        所有人到场，所有程序进行完毕，给予处决的最终授权。
execution_stagetooltip_dismissed        解散员工及见证人，让其离开行刑室。
execution_stagetooltip_finalreport      行刑结束后，会出具一份报告以评估你的表现。

execution_underway                      正在行刑
execution_result_ok                     对*N的电椅死刑在见证人在场的情况下于*T如期进行，执行死刑的监狱获得了10,000美元的标准补偿。
execution_result_appealed               对*N的电椅死刑在见证人在场的情况下于*T如期进行。令人遗憾的是，新的信息表明囚犯本能够成功上诉并获得宽大处理。但是执行死刑的监狱不会被惩罚，他们仍能获得10,000美元的标准补偿。
execution_result_innocent               对*N的电椅死刑在见证人在场的情况下于*T如期进行。令人遗憾的是，后来发现证据表明*N是无辜的。但是执行死刑的监狱不会被惩罚，他们仍能获得10,000美元的标准补偿。
execution_result_illegal                对*N的电椅死刑在见证人在场的情况下于*T如期进行。由于未遵循必要的上诉流程并发现能最终导致成功上诉的信息，该监狱被罚款50,000美元。由于未能遵从合法协议，行刑推后，未受刑的死刑犯被转移至其他监狱。
execution_result_illegalinnocent        对*N的不合法电椅死刑在见证人在场的情况下于*T如期进行。由于未能遵循必要的上述流程且事实上*N是无辜的，该监狱的负责人被立即撤职。
execution_warning_one                   如果这里再发生不遵循正确程序而进行的处决，你将被解雇。
execution_warning_two                   由于你过去未能遵循正确的程序，如果再次以同样方式违反协议，你将被解雇。

execution_error_MissingEquipment        错误：缺少设备\n你需要给行刑室提供电椅。
execution_error_ElectricalSupply        错误：电力故障\n电椅电力不足。
execution_error_NavigationPrisoner      错误：囚犯路线\n囚犯无法从牢房走向行刑室。
execution_error_NoRouteFromRoad         错误：无法进入\n外部死刑见证人无法到达行刑室。
execution_error_NoSpaceInRoom           错误：空间不足\n行刑室没有足够的空间容纳前来的人。
execution_error_NoRoom                  在行刑前你需要一间行刑室

roomerror_nokitchen                     没有厨房能够向餐厅提供食物
roomerror_noprisoners                   没有向此餐厅分配用餐囚犯
roomerror_nocanteen_cells               从此牢房无法抵达任何餐厅。此牢房中的囚犯没有用餐地点
roomerror_nocanteen_kitchen             从此厨房无法抵达任何餐厅。厨房在用餐时间不会烹制任何食物
roomerror_deathrow_sharedcell           死刑犯需要特殊的囚室，并且无法与他人共享一屋
roomerror_nonursery                     从此牢房无法抵达任何托儿所。家庭牢房需要一个托儿所来提供食物。
roomerror_laundryoverloaded             洗衣房太小，以至于无法提供足够的衣物。


# =============================================================================
# Misc
# =============================================================================

box_contents                             内含： *X
stack_contents                           内含： *X x *Y
mail_contents                            内含：*X 封信件
mail_opened_from                         来自*X的*F的信件
mail_closed_from                         给*X的信件

object_dump                             垃圾
object_todo                             待办事项： *X
object_sale_price                       售价：*X

object_door_cyclepermissions            点击切换进入权限
object_door_cyclepermissions_1          （打开，员工专用，关闭）

object_firemen_hosehelp_move            右键以命令消防员移动到指定地点。
object_firemen_hosehelp_intro           消防队员会将消防软管瞄准任何附近的火灾。
object_firemen_hosehelp                 按H手动调整消防软管。

interface_clone_help_copy               按住鼠标右键拖动以选择克隆区域
interface_clone_help_paste              点击鼠标左键复制选定区域

object_inactive                         未启动
object_cctv_moremonitors                建造更多闭路电视监视器
object_cctvmonitor_needsguards          需要警卫操作监视器
object_processor_blocked                无法到达工作位置

administrator_requiresoffice            需要办公室
administrator_requiresoffice_2          *X需要办公室
office_ownership                        *X的办公室

teacher_teaching                        教学中
teacher_preparing                       准备中

prisoner_assignedto                     需要： *X
prisoner_roomquality                    牢房质量：*X (*Y)
prisoner_roomquality_average            处于平均水平
prisoner_roomquality_aboveaverage       高于平均
prisoner_roomquality_wayaboveaverage    远高于平均
prisoner_roomquality_belowaverage       低于平均
prisoner_roomquality_waybelowaverage    远低于平均
prisoner_attendance                     出勤
prisoner_concentration                  专心
prisoner_understanding                  理解
prisoner_concentration_0                非常差
prisoner_concentration_1                坏
prisoner_concentration_2                一般
prisoner_concentration_3                好
prisoner_concentration_4                非常好
prisoner_passchance                     成功几率：*X%
prisoner_informant                      秘密线人

prisoner_dayswithoutincident            *X天没闹事
prisoner_availablemoney                 现金：*X美元

informant_suspicion                     怀疑度
informant_title                         秘密线人
informant_none                          你没有记录在案的秘密线人
informant_hint                          （招募被监禁的囚犯——比如单独禁闭）
informant_recruitable                   （潜在机密线人）
informant_target                        目标
informant_coverage                      监狱眼线覆盖 *X%
informant_dead                          死亡
informant_released                      释放
informant_coverblown                    身份被揭穿
informant_activate                      启用
informant_deactivate                    停用
informant_idle                          空闲中
informant_onroute                       正在路上...
informant_active                        启用中
informant_coveragecaps                  监狱眼线覆盖 *X%

contraband_owner                        所有者： *X
contraband_ownerunknown                 所有者未知
contraband_stolenfrom                   *Y 小时前从 *X 处偷走
contraband_smuggledthrough              *Y小时前通过*X偷运进来
contraband_smuggledin                   *Y 小时前由内鬼(员工)偷运进来
contraband_type                         类型：*X
contraband_tradevalue_title             交易价格
contraband_tradevalue_low               $
contraband_tradevalue_medium            $$
contraband_tradevalue_high              $$$
contraband_tradevalue_veryhigh          $$$$

staff_exhausted                         精疲力竭
staff_tired                             疲劳
staff_needsrest                         员工更喜欢在员工休息室休息

dog_needskennel                         狗需要警犬休息室以休息

doctor_requireinfirmary                 需要医务室

entity_carryingequipment                携带着 *X
entity_carryingkeys                     携带着监狱钥匙
entity_carryingstaffkeys                携带着员工钥匙
entity_wearingarmour                    穿着*X

reports_schedule                        重新安排所有方案
reports_edit                            编辑日程表
reports_bankloan                        银行贷款
reports_increaseloan                    增贷
reports_decreaseloan                    减贷
reports_unlockbankloans                 由会计师解锁

drugs_heroin                            海洛因
drugs_cocaine                           可卡因

#                                       例如“鲍勃的母亲”
visitor_relationship                    *X的*Y
visitor_age                             年龄：*X

family_wife                             妻子
family_exwife                           前妻
family_girlfriend                       女朋友
family_son                              儿子
family_daughter                         女儿
family_mother                           母亲
family_father                           父亲
family_brother                          兄弟
family_sister                           姐妹
family_lawyer                           律师
family_priest                           牧师
family_victims                          受害者家属
family_caption                          家庭：
family_none                             无
family_husband                          丈夫
family_exhusband                        前夫
family_boyfriend                        男友

damage_dead                             死亡
damage_unconscious                      昏迷
damage_serious                          严重受伤
damage_injured                          受伤
damage_amount                           *X%已受损

message_autosaving                      自动保存中……

buildtoolbar_entersearchterm            输入查找关键词……

deploymentscheduler_title               值班时间表
deploymentscheduler_patrolonly          [第 *X 巡逻队]
deploymentscheduler_schedulenow         显示所有值班安排
deploymentscheduler_scheduletime        显示 *X.00 - *Y.00 的值班安排
supplyanddemand_supplyheader            供给
supplyanddemand_demandheader            需求

tooltip_multipleobjects                 按TAB切换对象
remotedoor_noservo                      未正常连接工作伺服器的遥控门不会打开

roomgrading                             牢房评级
#roomgrading_roomsize                    牢房大小至少应为 *X 平方米
#roomgrading_cleanliness                 清洁度高于 *X%
#roomgrading_outsidewindow               朝着室外的窗
#roomgrading_item                        物品： *X

roomgrading_cell_roomsize               牢房大小至少应为 *X 平方米
roomgrading_cell_cleanliness            清洁度高于 *X%
roomgrading_cell_outsidewindow          朝着室外的窗
roomgrading_cell_item                   物品： *X

roomgrading_dormitory_roomsize          牢房大小至少应为 *X 平方米/人
roomgrading_dormitory_cleanliness       清洁度高于 *X%
roomgrading_dormitory_outsidewindow     每8个人共享1个朝着室外的窗
roomgrading_dormitory_item              物品 : 1 *X / 4 人

roomgrading_sharedcell_roomsize         牢房大小至少应为 *X 平方米/人
roomgrading_sharedcell_cleanliness      清洁度高于 *X%
roomgrading_sharedcell_outsidewindow    朝着室外的窗
roomgrading_sharedcell_item             物品 : 1 *X / 4 人

roomgrading_result                      牢房等级 *X
roomgrading_currentoccupant             此牢房的囚犯想住在等级 *X 以上的牢房
roomgrading_unoccupied                  未分配
roomgrading_shared_occupuants           当前使用人数: *X / *Y

targettingfood_prisonersassigned        已分配囚犯 : *X
targettingfood_predicteddemand          =[预计需求]=
targettingfood_demand                   需要: *X
targettingfood_supply                   供应: *X (+*Y)
targettingfood_prisoners                名囚犯
targettingfood_required                 需要食物 : *X
targettingfood_ready                    已准备餐点 : *X
targettingfood_cooked                   正在烹制 : *X

weathermap_temperature_title            温度
weathermap_temperature_text             *C°C / *F°F
weathermap_temperature_c                *C°C
weathermap_temperature_f                *F°F

roomerror_nokitchen                     没有厨房能够向餐厅提供食物。
roomerror_noprisoners                   没有向此餐厅分配用餐囚犯。
roomerror_nocanteen_cells               从此牢房无法抵达任何餐厅。此牢房中的囚犯没有用餐地点。
roomerror_nocanteen_kitchen             从此厨房无法抵达任何餐厅。厨房在用餐时间不会烹制任何食物。

ceos_letter                             尊敬的先生/女士，\n\n\n恭喜您完成基本导语部分……您现在是完全合格的监狱\n建筑师了！很快您就会从空闲的地块和几堆砖块开始设\n计、建造并经营您自己的监狱。在开始之前，我想应该\n给您分享一些重要的课程。\n\n1.每个监狱都需要典狱长——他是您应最先聘用的人\n员之一。给他建一间漂亮的办公室，他会通过行政系统\n打开一系列高级设施。\n\n2.单人牢房很贵，特别是在早期资金紧张时。\n从可以容纳很多囚犯的大牢房开始，这样可以节省资金。\n\n3.设立厨房和餐厅，并在第一名囚犯抵达之前开始\n运营，一定要聘请厨师——没有什么比空空的胃更能激\n怒囚犯！\n\n4.建造监狱是一项昂贵的事业，您需要擅长通过补助\n与合同筹集大笔资金。您可以从“报告”屏幕进入补助。\n\n我要讲的就是这些——祝您好运！\n\n Prison Architects Corp. \n首席执行官

quickbuild_basiccell                    基础牢房
quickbuild_solitarycell                 禁闭室
quickbuild_office                       办公室
quickbuild_luxurycell                   豪华牢房
quickbuild_sharedcell                   公共牢房
quickbuild_kitchen                      厨房
quickbuild_canteen                      餐厅
quickbuild_utilityroom                  能源中心
quickbuild_classroom                    教室
quickbuild_commonroom                   囚犯休息室

season_current                          当前季节: *X
season_spring                           春天
season_summer                           夏天
season_autumn                           秋天
season_winter                           冬天

weather_current                         当前天气: *X
weather_none                            晴朗
weather_overcast                        多云
weather_rain                            下雨
weather_snow                            下雪
weather_heatwave                        酷热
weather_torrentialrain                  暴雨

prisoner_cellerror_nonefree             没有空余囚犯可供该囚犯居住
prisoner_cellerror_toohighquality      	所有可用囚犯对于该囚犯来说，品质都太高了
prisoner_cellerror_nosolitary          	这个囚犯需要单独监禁，但目前没有单独的囚室。

group_all_staff                         所有员工
staff_onbreak                           休假中
staff_onbreakremaining					休假尚余 (*X 分钟)
staff_breaktime                         休假时间 : 

# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber			第 *C 章


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow                死刑犯

campaignchapter_deathrow_description    我们已签订在这座监狱中建立处决室的合同，必须要赶在\n其中一名死刑犯的处决时间之前建成。

campaigncutscene_deathrowmurder         双重谋杀
campaigncutscene_deathrowconfession     忏悔

adviser_deathrow_murder1                我就知道能在这里抓到你们俩
adviser_deathrow_murder2                爱德华！我……
adviser_deathrow_murder25               不要，请不要……不要。
adviser_deathrow_murder3                你要干什么？

adviser_deathrow_church1                我可以帮到你吗？
adviser_deathrow_church15               ……
adviser_deathrow_church2                你是想寻求宽恕吗？
adviser_deathrow_church3                我不知道，但是我得做点什么，我无法背负着我的所作\n所为活下去。
adviser_deathrow_church4                你必须自首。无论你做了什么，都无法逃避后果。
adviser_deathrow_church5                除非你能直面过去，否则你永远都无法面对自己
adviser_deathrow_church6                我想回到过去，想宽恕她，也想让她宽恕我
adviser_deathrow_church7                不管你曾经做过什么，只要你向上帝请求，他都会宽恕\n你。
adviser_deathrow_church8                但你必须在法律面前承认自己的罪行。别无选择。

adviser_deathrowintro_1                 这事很难办。
adviser_deathrowintro_2                 有名囚犯监禁在此，他犯有双重谋杀罪，被判处死刑。
adviser_deathrowintro_3                 我们从那里进来。我们签了合同要为处决这名囚犯及时建\n造一间行刑室。
adviser_deathrowintrob_1                我想把新设施建在这里。
adviser_deathrowintrob_2                任何这种类似项目的第一步都是建造一个新的建筑物身——\n内部有足够的空间来布置行刑室和牢房。
adviser_deathrowintrob_3                我们开始吧，在这里建造一座新建筑。

adviser_deathrow_explain1               你的工人负责建设大楼。
adviser_deathrow_explain2               他们会从储藏室取钢铁和水泥送往建筑工地。
adviser_deathrow_explain3               他们会用这些原材料来打造你的新建筑物的地基和框架\n。
adviser_deathrow_explain4               这是施工最慢的部分，所以你应该在建立新设施时提前\n做好计划。
adviser_deathrow_explain5               在等待期间四处查看。按WASD键或箭头键移动，按鼠标\n滚轮放大或缩小。

objective_deathrow_building             建造一栋建筑来容纳行刑设施

adviser_deathrow_buildinside1           我们还需要为新的行刑设施建造入口。
adviser_deathrow_buildinside2           在南墙上建造一个大型监狱门。

objective_deathrow_buildouterdoor       建造大型监狱门入口

adviser_deathrow_internalwalls1          我想在大楼里建造一间牢房和一间行刑室。
adviser_deathrow_internalwalls2          建造一些砖墙以分隔空间。

objective_deathrow_buildinternalwalls   建造内墙

adviser_deathrow_internaldoors1          现在给分隔墙安装大监狱门。
adviser_deathrow_internaldoors2          你可以点击鼠标中键（或按R键）在放置前旋转对象。

objective_deathrow_buildinternaldoors   建造内门（点击鼠标中键或按R键来旋转对象）

adviser_deathrow_designation1           似乎不错。现在我们需要在这些空间中标出各个房间。
adviser_deathrow_designation2           在较小的区域中标出一间牢房，被定罪的囚犯将会住在\n里面。
adviser_deathrow_designation3           然后在较大区域中标出行刑室。

objective_deathrow_designatecell        标出牢房
objective_deathrow_designateexecution   标出行刑室

adviser_deathrow_roomrequirements1      这些新的房间需要设置一些条件才能使用。
adviser_deathrow_roomrequirements2      这间牢房需要床和卫生间。
adviser_deathrow_roomrequirements3      行刑室需要电椅。

objective_deathrow_cellobjects1         建造床
objective_deathrow_cellobjects2         建造厕所
objective_deathrow_executionobjects     建造电椅

adviser_deathrow_optional1              重要的部分已经弄好，但你还可以做一些改进。
adviser_deathrow_optional2              这并非必要的要求，完全由你来决定，这取决于你对囚\n犯及其生活环境的重视程度。
adviser_deathrow_optional3              一扇向外的窗户和一个小书架即可改善牢房环境。
adviser_deathrow_optional4              较高品质的地板材料——比如木地板或马赛克瓷砖会让监\n狱看起来更好。
adviser_deathrow_optional5              你可以在外面安装一些照明设施，如果你认为需要的话\n，还可以修建一条铺砌路面。

adviser_deathrow_transfer05             这就是接受审问的人，爱德华·罗姆塞。他曾经是一名\n教师，难以置信吧。
adviser_deathrow_transfer06             他是否应该被监禁不由我们决定，需要法律裁决，我们\n只负责执行任务。
adviser_deathrow_transfer1              当你感觉设施已准备就绪时，就可以开始把囚犯转移到\n新牢房。
adviser_deathrow_transfer2              点击其牢房内的"宝丽来"摄像头来发起转移。

objective_deathrow_path                 （可选）建造一条通往新设施的道路
objective_deathrow_window               （可选）给牢房添加一扇窗
objective_deathrow_bookshelf            （可选）向牢房添加一个书架
objective_deathrow_flooring             （可选）用质量更好的材料重铺地板
objective_deathrow_outerlights          （可选）在设施周围安装一些户外照明设施
objective_deathrow_transferinmate       完成之后，点击爱德华牢房内的'宝丽来'摄像头发起\n囚犯转移。

adviser_deathrow_setupmurder1           不要对这家伙有丝毫同情，他是个被定罪了的冷血杀手。
adviser_deathrow_setupmurder2           他甚至承认了自己的罪行，想听听他如何描述自己的所作所为吗？
adviser_deathrow_setupmurder3           相当精彩，“那天夜里，晚上11点左右，房间的灯光\n开着，我知道她在家……”
adviser_deathrow_postmurder1            正如我说的那样，一名铁石心肠的杀手。
adviser_deathrow_postmurder2            要我说，案情十分清晰，他是罪有应得。
adviser_deathrow_postmurder3            所有的人都应该得到宽恕，包括他。你就这么确定\n你能够做出这种最终判决？
adviser_deathrow_postmurder4            即使当场撞见自己的妻子跟别的男人通奸，也不能\n成为他所作所为的理由。
adviser_deathrow_postmurder5            而且他带了一把上膛的枪到那儿，他知道自己会发\n现奸情，这就是有预谋的双重谋杀。
adviser_deathrow_postmurder6            他什么也没做，只是与当局合作。本州拿他作为案\n例警示他人。
adviser_deathrow_postmurder7            如果他在100英里以北犯下这种罪行，他会被判终\n身监禁。这算什么正义？
adviser_deathrow_postmurder8            你想看到像他一样的人逃脱法网吗？知道他逃脱了\n我晚上也能睡得很好。
           

adviser_deathrowelectricity_1           目前做得不错。
adviser_deathrowelectricity_2           还有一个问题——行刑室目前还无法使用，因为没有\n电力。
adviser_deathrowelectricity_3           我们需要为其提供电力供应。

adviser_deathrowelectricityb_1          我们现在用“公用设施”模式查看监狱，可以看到整个监狱的电线布局。
adviser_deathrowelectricityb_2          监狱里的每栋建筑都通过这些密集的地下电缆与电\n力网连接。
adviser_deathrowelectricityb_3          国家电网的电力通过这个变电站输送给监狱。
adviser_deathrowelectricityb_4          如你所见，监狱牢房的整个区域没有电力。所有灯具\n都未开启。
adviser_deathrowelectricityb_4b         为了解决这个问题，我们首先需要切换到公用设施模\n式来查看为什么灯具没有电力供应。
adviser_deathrowelectricityb_5          最近的电缆线太远——我们的工程师无法完成此区域的\n布线。
adviser_deathrowelectricityb_6          延长附近电缆以覆盖监狱区域。

objective_deathrow_cellpower            给房间提供电力供应

adviser_deathrow_connectchair_1         灯具不是唯一需要电力的东西。新电刑椅也需要电力\n。
adviser_deathrow_connectchair_2         用电源电缆连将行刑设施连接到电网。
adviser_deathrow_connectchair_3         电刑椅本身是一件特种电器。它需要专属电线。你需要\n把它直接连接到主电缆上。

objective_deathrow_chairpower           给电刑椅提供电力供应
objective_deathrow_condemnedcellpower   给牢房提供电力供应

adviser_deathrow_testchair_1            我们就快要完成了。在启用前我们至少要测试一下新的\n行刑室一次。
adviser_deathrow_testchair_2            我要将它打开几秒钟，以确保一切正常。
adviser_deathrow_testchair_3            呃，没用。看来我们用电过多，导致发电站的断路器断\n开。整个监狱陷入黑暗之中。
adviser_deathrow_testchair_4            我们需要更多电力来满足电椅的用电高峰。
adviser_deathrow_testchair_5            首先我们需要恢复电力。需要进行两步操作：
adviser_deathrow_testchair_5b           点击电站，然后在弹出的菜单中选择开启，即可开启电\n站。
adviser_deathrow_testchair_6            然后再建立三个电容器，让我们有足够的功率为电椅供\n电。
adviser_deathrow_testchair_7            完成之后，点击电椅并在菜单中选择开启将其开启进行\n测试。

objective_deathrow_poweron              重新开启电站。\n（点击电站，然后在菜单中选择开启）
objective_deathrow_expandpower          用三个新电容器来扩建电站
objective_deathrow_chairworking         再次测试电椅（点击，然后选择开启）

adviser_deathrow_execution_1            非常好，我想我们完工了。
adviser_deathrow_execution_2            现在发生的事情不归我们负责。我们干得很专业，这在我们这\n一行是非常重要的。
adviser_deathrow_execution_3            不要担心接下来要发生的事。

adviser_deathrow_setupexecution1        爱德华，午时已到。
adviser_deathrow_setupexecution2        你做了正确的事，即使这个世界不会宽恕你。
adviser_deathrow_setupexecution3        你马上就会见到上帝，他会对你做出最终判决。

adviser_deathrow_setupexecution4        爱德华·罗姆塞，你犯了一级双重谋杀罪。
adviser_deathrow_setupexecution5        判处你死刑。
adviser_deathrow_setupexecution6        你有什么要说的吗？
adviser_deathrow_setupexecution7        苏珊……
adviser_deathrow_setupexecution8        我很抱歉。

# =============================================================================
# Expense popups
